sex_of_child,value,age_group_id,exposure,location,draw
Female,2.3591064507623014,2,40.0,ethiopia,draw_178
Male,2.629672438515179,2,40.0,ethiopia,draw_178
Female,2.109509193784459,3,40.0,ethiopia,draw_178
Male,2.3101045735345167,3,40.0,ethiopia,draw_178
Female,2.35492367710409,2,40.11011,ethiopia,draw_178
Male,2.6241915357174235,2,40.11011,ethiopia,draw_178
Female,2.1066348468317475,3,40.11011,ethiopia,draw_178
Male,2.3064441116701384,3,40.11011,ethiopia,draw_178
Female,2.350753771259386,2,40.22022,ethiopia,draw_178
Male,2.6187263157381686,2,40.22022,ethiopia,draw_178
Female,2.1037671632278196,3,40.22022,ethiopia,draw_178
Male,2.302791718967817,3,40.22022,ethiopia,draw_178
Female,2.3465955628035635,2,40.33033,ethiopia,draw_178
Male,2.6132767143968763,2,40.33033,ethiopia,draw_178
Female,2.1009056210554697,3,40.33033,ethiopia,draw_178
Male,2.299147251423425,3,40.33033,ethiopia,draw_178
Female,2.3424492577259306,2,40.44044,ethiopia,draw_178
Male,2.607844063967147,2,40.44044,ethiopia,draw_178
Female,2.098050515909658,3,40.44044,ethiopia,draw_178
Male,2.29551127730867,3,40.44044,ethiopia,draw_178
Female,2.3383134356837645,2,40.55055,ethiopia,draw_178
Male,2.6024275516483404,2,40.55055,ethiopia,draw_178
Female,2.095200864331485,3,40.55055,ethiopia,draw_178
Male,2.2918831307563843,3,40.55055,ethiopia,draw_178
Female,2.3341884531603534,2,40.66066,ethiopia,draw_178
Male,2.5970260191580175,2,40.66066,ethiopia,draw_178
Female,2.092356845039737,3,40.66066,ethiopia,draw_178
Male,2.288262288327769,3,40.66066,ethiopia,draw_178
Female,2.3300752338749047,2,40.77077,ethiopia,draw_178
Male,2.5916408670931657,2,40.77077,ethiopia,draw_178
Female,2.089518904197611,3,40.77077,ethiopia,draw_178
Male,2.2846496073189617,3,40.77077,ethiopia,draw_178
Female,2.3259735807503947,2,40.88088,ethiopia,draw_178
Male,2.586271006024721,2,40.88088,ethiopia,draw_178
Female,2.08668688851142,3,40.88088,ethiopia,draw_178
Male,2.281044497579033,3,40.88088,ethiopia,draw_178
Female,2.3218838398906105,2,40.99099,ethiopia,draw_178
Male,2.580917446691707,2,40.99099,ethiopia,draw_178
Female,2.0838611617398857,3,40.99099,ethiopia,draw_178
Male,2.2774474900256,3,40.99099,ethiopia,draw_178
Female,2.317803823127547,2,41.1011,ethiopia,draw_178
Male,2.575578205303413,2,41.1011,ethiopia,draw_178
Female,2.081040543396994,3,41.1011,ethiopia,draw_178
Male,2.273857757500479,3,41.1011,ethiopia,draw_178
Female,2.313735988241571,2,41.21121,ethiopia,draw_178
Male,2.5702552846331788,2,41.21121,ethiopia,draw_178
Female,2.0782266114483567,3,41.21121,ethiopia,draw_178
Male,2.270276489206777,3,41.21121,ethiopia,draw_178
Female,2.3096787887643315,2,41.32132,ethiopia,draw_178
Male,2.5649473998345584,2,41.32132,ethiopia,draw_178
Female,2.0754185454387293,3,41.32132,ethiopia,draw_178
Male,2.266702734717908,3,41.32132,ethiopia,draw_178
Female,2.305631819808802,2,41.43143,ethiopia,draw_178
Male,2.5596534465680025,2,41.43143,ethiopia,draw_178
Female,2.0726160370819904,3,41.43143,ethiopia,draw_178
Male,2.26313577977319,3,41.43143,ethiopia,draw_178
Female,2.301596352317271,2,41.54154,ethiopia,draw_178
Male,2.554374735609592,2,41.54154,ethiopia,draw_178
Female,2.069819600164531,3,41.54154,ethiopia,draw_178
Male,2.259576449100715,3,41.54154,ethiopia,draw_178
Female,2.2975705758081237,2,41.65165,ethiopia,draw_178
Male,2.54911156591555,2,41.65165,ethiopia,draw_178
Female,2.0670283118267516,3,41.65165,ethiopia,draw_178
Male,2.256025040119674,3,41.65165,ethiopia,draw_178
Female,2.2935567489660746,2,41.76176,ethiopia,draw_178
Male,2.543862613930743,2,41.76176,ethiopia,draw_178
Female,2.064243317111808,3,41.76176,ethiopia,draw_178
Male,2.252480834426936,3,41.76176,ethiopia,draw_178
Female,2.2895545424999346,2,41.87187,ethiopia,draw_178
Male,2.538628798707075,2,41.87187,ethiopia,draw_178
Female,2.061464711694012,3,41.87187,ethiopia,draw_178
Male,2.248944394672405,3,41.87187,ethiopia,draw_178
Female,2.2855630047403577,2,41.98198,ethiopia,draw_178
Male,2.5334104201217587,2,41.98198,ethiopia,draw_178
Female,2.0586917207294544,3,41.98198,ethiopia,draw_178
Male,2.245415583384383,3,41.98198,ethiopia,draw_178
Female,2.2815819604419834,2,42.09209,ethiopia,draw_178
Male,2.5282077184566654,2,42.09209,ethiopia,draw_178
Female,2.055924173610025,3,42.09209,ethiopia,draw_178
Male,2.241894596867572,3,42.09209,ethiopia,draw_178
Female,2.2776122070484583,2,42.2022,ethiopia,draw_178
Male,2.5230193484824768,2,42.2022,ethiopia,draw_178
Female,2.053162656745854,3,42.2022,ethiopia,draw_178
Male,2.2383807347369977,3,42.2022,ethiopia,draw_178
Female,2.273652058269757,2,42.31231,ethiopia,draw_178
Male,2.517847218960757,2,42.31231,ethiopia,draw_178
Female,2.0504063042622427,3,42.31231,ethiopia,draw_178
Male,2.2348754130679143,3,42.31231,ethiopia,draw_178
