sex_of_child,value,age_group_id,exposure,location,draw
Female,2.276196425281222,2,40.0,ethiopia,draw_118
Male,2.507670363960631,2,40.0,ethiopia,draw_118
Female,2.0435560488879267,3,40.0,ethiopia,draw_118
Male,2.1292944236855944,3,40.0,ethiopia,draw_118
Female,2.2723734370972615,2,40.11011,ethiopia,draw_118
Male,2.5029164532848243,2,40.11011,ethiopia,draw_118
Female,2.0410404263828044,3,40.11011,ethiopia,draw_118
Male,2.1263163857526153,3,40.11011,ethiopia,draw_118
Female,2.268560604641401,2,40.22022,ethiopia,draw_118
Male,2.4981751694834124,2,40.22022,ethiopia,draw_118
Female,2.0385294189898913,3,40.22022,ethiopia,draw_118
Male,2.123344464093288,3,40.22022,ethiopia,draw_118
Female,2.2647577846254854,2,40.33033,ethiopia,draw_118
Male,2.4934454169178113,2,40.33033,ethiopia,draw_118
Female,2.0360232395228346,3,40.33033,ethiopia,draw_118
Male,2.120378223356586,3,40.33033,ethiopia,draw_118
Female,2.260964935038574,2,40.44044,ethiopia,draw_118
Male,2.4887293716879295,2,40.44044,ethiopia,draw_118
Female,2.0335214868499625,3,40.44044,ethiopia,draw_118
Male,2.117418678199645,3,40.44044,ethiopia,draw_118
Female,2.25718239348609,2,40.55055,ethiopia,draw_118
Male,2.484025074578389,2,40.55055,ethiopia,draw_118
Female,2.031024199261193,3,40.55055,ethiopia,draw_118
Male,2.1144648552539493,3,40.55055,ethiopia,draw_118
Female,2.253409788531428,2,40.66066,ethiopia,draw_118
Male,2.479333024545185,2,40.66066,ethiopia,draw_118
Female,2.0285313693431055,3,40.66066,ethiopia,draw_118
Male,2.111517063725973,3,40.66066,ethiopia,draw_118
Female,2.249647110268699,2,40.77077,ethiopia,draw_118
Male,2.474653425861248,2,40.77077,ethiopia,draw_118
Female,2.026043074283002,3,40.77077,ethiopia,draw_118
Male,2.1085754575270257,3,40.77077,ethiopia,draw_118
Female,2.245893917324541,2,40.88088,ethiopia,draw_118
Male,2.46998604302831,2,40.88088,ethiopia,draw_118
Female,2.0235591246587545,3,40.88088,ethiopia,draw_118
