sex_of_child,value,age_group_id,exposure,location,draw
Female,2.6760039797672612,2,40.0,ethiopia,draw_197
Male,2.8375153886851114,2,40.0,ethiopia,draw_197
Female,2.1471286875440843,3,40.0,ethiopia,draw_197
Male,2.3387802452757143,3,40.0,ethiopia,draw_197
Female,2.6703472096843113,2,40.11011,ethiopia,draw_197
Male,2.83103919222077,2,40.11011,ethiopia,draw_197
Female,2.1440986910564472,3,40.11011,ethiopia,draw_197
Male,2.3348712722294542,3,40.11011,ethiopia,draw_197
Female,2.6647073671762462,2,40.22022,ethiopia,draw_197
Male,2.824583019079895,2,40.22022,ethiopia,draw_197
Female,2.141074992884818,3,40.22022,ethiopia,draw_197
Male,2.330971427825717,3,40.22022,ethiopia,draw_197
Female,2.6590861320548433,2,40.33033,ethiopia,draw_197
Male,2.818145483043844,2,40.33033,ethiopia,draw_197
Female,2.138058638641563,3,40.33033,ethiopia,draw_197
Male,2.3270800174351725,3,40.33033,ethiopia,draw_197
Female,2.6534810085139418,2,40.44044,ethiopia,draw_197
Male,2.811729448227902,2,40.44044,ethiopia,draw_197
Female,2.135048590719349,3,40.44044,ethiopia,draw_197
Male,2.3231982468975656,3,40.44044,ethiopia,draw_197
Female,2.647895008586481,2,40.55055,ethiopia,draw_197
Male,2.805334528888436,2,40.55055,ethiopia,draw_197
Female,2.1320462742762296,3,40.55055,ethiopia,draw_197
Male,2.3193257838894636,3,40.55055,ethiopia,draw_197
Female,2.6423235951628676,2,40.66066,ethiopia,draw_197
Male,2.7989592775077767,2,40.66066,ethiopia,draw_197
Female,2.1290494995406952,3,40.66066,ethiopia,draw_197
Male,2.3154622780991807,3,40.66066,ethiopia,draw_197
Female,2.636770001793764,2,40.77077,ethiopia,draw_197
Male,2.792604514123974,2,40.77077,ethiopia,draw_197
Female,2.126059923296372,3,40.77077,ethiopia,draw_197
Male,2.3116087206008817,3,40.77077,ethiopia,draw_197
Female,2.631233190081852,2,40.88088,ethiopia,draw_197
Male,2.7862679092361637,2,40.88088,ethiopia,draw_197
Female,2.1230767677181013,3,40.88088,ethiopia,draw_197
Male,2.3077631859174192,3,40.88088,ethiopia,draw_197
Female,2.6257133888724984,2,40.99099,ethiopia,draw_197
Male,2.779952963462338,2,40.99099,ethiopia,draw_197
Female,2.120100163680739,3,40.99099,ethiopia,draw_197
Male,2.30392704306985,3,40.99099,ethiopia,draw_197
Female,2.620210709420121,2,41.1011,ethiopia,draw_197
Male,2.7736569707113863,2,41.1011,ethiopia,draw_197
Female,2.1171302143768775,3,41.1011,ethiopia,draw_197
Male,2.3000995377499627,3,41.1011,ethiopia,draw_197
Female,2.6147251826416658,2,41.21121,ethiopia,draw_197
Male,2.767380377074467,2,41.21121,ethiopia,draw_197
Female,2.1141669925692455,3,41.21121,ethiopia,draw_197
Male,2.2962811393280376,3,41.21121,ethiopia,draw_197
