sex_of_child,value,age_group_id,exposure,location,draw
Female,1.9180112920620866,2,40.0,ethiopia,draw_22
Male,2.0225047597965404,2,40.0,ethiopia,draw_22
Female,1.8272470232560796,3,40.0,ethiopia,draw_22
Male,1.800663761373699,3,40.0,ethiopia,draw_22
Female,1.9149081844067324,2,40.11011,ethiopia,draw_22
Male,2.019299808106191,2,40.11011,ethiopia,draw_22
Female,1.824916272955525,3,40.11011,ethiopia,draw_22
Male,1.798489629891807,3,40.11011,ethiopia,draw_22
Female,1.9118136721184447,2,40.22022,ethiopia,draw_22
Male,2.016102819960746,2,40.22022,ethiopia,draw_22
Female,1.8225899441750721,3,40.22022,ethiopia,draw_22
Male,1.7963193504223298,3,40.22022,ethiopia,draw_22
Female,1.9087273061135244,2,40.33033,ethiopia,draw_22
Male,2.0129125317413017,2,40.33033,ethiopia,draw_22
Female,1.8202675072810326,3,40.33033,ethiopia,draw_22
Male,1.7941525932626619,3,40.33033,ethiopia,draw_22
Female,1.9056495741622488,2,40.44044,ethiopia,draw_22
Male,2.00973044966752,2,40.44044,ethiopia,draw_22
Female,1.8179499707342959,3,40.44044,ethiopia,draw_22
Male,1.7919899151103216,3,40.44044,ethiopia,draw_22
Female,1.902579917870465,2,40.55055,ethiopia,draw_22
Male,2.006555859740065,2,40.55055,ethiopia,draw_22
Female,1.8156368666887748,3,40.55055,ethiopia,draw_22
Male,1.789830937288473,3,40.55055,ethiopia,draw_22
Female,1.8995185815919644,2,40.66066,ethiopia,draw_22
Male,2.00338875105529,2,40.66066,ethiopia,draw_22
Female,1.8133280979792634,3,40.66066,ethiopia,draw_22
Male,1.78767566553104,3,40.66066,ethiopia,draw_22
Female,1.8964651220975173,2,40.77077,ethiopia,draw_22
Male,2.00022915713383,2,40.77077,ethiopia,draw_22
Female,1.8110237419901745,3,40.77077,ethiopia,draw_22
Male,1.7855240839822621,3,40.77077,ethiopia,draw_22
Female,1.8934197782120579,2,40.88088,ethiopia,draw_22
Male,1.9970773847045922,2,40.88088,ethiopia,draw_22
Female,1.80872391885225,3,40.88088,ethiopia,draw_22
Male,1.7833764646321757,3,40.88088,ethiopia,draw_22
Female,1.8903824924550738,2,40.99099,ethiopia,draw_22
Male,1.9939332555735259,2,40.99099,ethiopia,draw_22
Female,1.806428475577792,3,40.99099,ethiopia,draw_22
Male,1.781232699976895,3,40.99099,ethiopia,draw_22
Female,1.8873528343802193,2,41.1011,ethiopia,draw_22
Male,1.9907969200778044,2,41.1011,ethiopia,draw_22
Female,1.804136399893533,3,41.1011,ethiopia,draw_22
Male,1.7790927046511058,3,41.1011,ethiopia,draw_22
Female,1.8843320521443718,2,41.21121,ethiopia,draw_22
Male,1.9876684075808566,2,41.21121,ethiopia,draw_22
Female,1.801849769272867,3,41.21121,ethiopia,draw_22
Male,1.7769566802790808,3,41.21121,ethiopia,draw_22
Female,1.881319828682147,2,41.32132,ethiopia,draw_22
Male,1.9845471103284493,2,41.32132,ethiopia,draw_22
Female,1.799567914968422,3,41.32132,ethiopia,draw_22
Male,1.774824271188873,3,41.32132,ethiopia,draw_22
Female,1.8783153118353912,2,41.43143,ethiopia,draw_22
Male,1.9814323465555908,2,41.43143,ethiopia,draw_22
Female,1.7972899554646884,3,41.43143,ethiopia,draw_22
Male,1.7726951900400822,3,41.43143,ethiopia,draw_22
Female,1.8753185573960702,2,41.54154,ethiopia,draw_22
Male,1.9783242500529559,2,41.54154,ethiopia,draw_22
Female,1.7950163727333195,3,41.54154,ethiopia,draw_22
Male,1.7705694523132318,3,41.54154,ethiopia,draw_22
Female,1.8723303296797513,2,41.65165,ethiopia,draw_22
Male,1.9752235174754693,2,41.65165,ethiopia,draw_22
Female,1.7927478045709169,3,41.65165,ethiopia,draw_22
Male,1.7684474777242265,3,41.65165,ethiopia,draw_22
Female,1.8693503131981064,2,41.76176,ethiopia,draw_22
Male,1.9721312496319405,2,41.76176,ethiopia,draw_22
Female,1.7904833469330321,3,41.76176,ethiopia,draw_22
Male,1.766329816860845,3,41.76176,ethiopia,draw_22
Female,1.8663786943731098,2,41.87187,ethiopia,draw_22
