sex_of_child,value,age_group_id,exposure,location,draw
Female,1.9563211437126968,2,40.0,ethiopia,draw_35
Male,2.1486398976639025,2,40.0,ethiopia,draw_35
Female,1.8069506523389947,3,40.0,ethiopia,draw_35
Male,1.923243949696259,3,40.0,ethiopia,draw_35
Female,1.9531503201270446,2,40.11011,ethiopia,draw_35
Male,2.1447959995736383,2,40.11011,ethiopia,draw_35
Female,1.8047317531213152,3,40.11011,ethiopia,draw_35
Male,1.920624578060944,3,40.11011,ethiopia,draw_35
Female,1.9499879656361025,2,40.22022,ethiopia,draw_35
Male,2.140962613586717,2,40.22022,ethiopia,draw_35
Female,1.802517322673752,3,40.22022,ethiopia,draw_35
Male,1.9180104312479924,3,40.22022,ethiopia,draw_35
Female,1.9468338264759166,2,40.33033,ethiopia,draw_35
Male,2.137137757307293,2,40.33033,ethiopia,draw_35
Female,1.800307088994173,3,40.33033,ethiopia,draw_35
Male,1.9154009039979922,3,40.33033,ethiopia,draw_35
Female,1.9436883575243744,2,40.44044,ethiopia,draw_35
Male,2.133323108620519,2,40.44044,ethiopia,draw_35
Female,1.7981012852550897,3,40.44044,ethiopia,draw_35
Male,1.9127967924129303,3,40.44044,ethiopia,draw_35
Female,1.9405501684787896,2,40.55055,ethiopia,draw_35
Male,2.129517384499459,2,40.55055,ethiopia,draw_35
Female,1.7958992919668673,3,40.55055,ethiopia,draw_35
Male,1.9101974584551915,3,40.55055,ethiopia,draw_35
Female,1.9374205881671085,2,40.66066,ethiopia,draw_35
Male,2.125723018756685,2,40.66066,ethiopia,draw_35
Female,1.7937017662199886,3,40.66066,ethiopia,draw_35
Male,1.9076038757408234,3,40.66066,ethiopia,draw_35
Female,1.9342980589265422,2,40.77077,ethiopia,draw_35
Male,2.121938301925341,2,40.77077,ethiopia,draw_35
Female,1.791508150152204,3,40.77077,ethiopia,draw_35
Male,1.9050154154293937,3,40.77077,ethiopia,draw_35
Female,1.9311841790014332,2,40.88088,ethiopia,draw_35
