sex_of_child,value,age_group_id,exposure,location,draw
Female,1.8855382318088354,2,40.0,ethiopia,draw_28
Male,2.1082666652860187,2,40.0,ethiopia,draw_28
Female,1.768618129419092,3,40.0,ethiopia,draw_28
Male,1.864874094855137,3,40.0,ethiopia,draw_28
Female,1.8826497657729422,2,40.11011,ethiopia,draw_28
Male,2.104699019451302,2,40.11011,ethiopia,draw_28
Female,1.7665723320572508,3,40.11011,ethiopia,draw_28
Male,1.8625036963118622,3,40.11011,ethiopia,draw_28
Female,1.8797687191618642,2,40.22022,ethiopia,draw_28
Male,2.1011410422326566,2,40.22022,ethiopia,draw_28
Female,1.7645301503596598,3,40.22022,ethiopia,draw_28
Male,1.860137908980403,3,40.22022,ethiopia,draw_28
Female,1.876895028866071,2,40.33033,ethiopia,draw_28
Male,2.0975915016329876,2,40.33033,ethiopia,draw_28
Female,1.7624915972310455,3,40.33033,ethiopia,draw_28
Male,1.8577759316292104,3,40.33033,ethiopia,draw_28
Female,1.8740282683537302,2,40.44044,ethiopia,draw_28
Male,2.0940507205643137,2,40.44044,ethiopia,draw_28
Female,1.7604562445810121,3,40.44044,ethiopia,draw_28
Male,1.8554181884360696,3,40.44044,ethiopia,draw_28
Female,1.8711695271320428,2,40.55055,ethiopia,draw_28
Male,2.0905184974014857,2,40.55055,ethiopia,draw_28
Female,1.758424688705681,3,40.55055,ethiopia,draw_28
Male,1.8530644312214863,3,40.55055,ethiopia,draw_28
Female,1.8683177042512837,2,40.66066,ethiopia,draw_28
Male,2.0869955722947173,2,40.66066,ethiopia,draw_28
Female,1.7563962215294004,3,40.66066,ethiopia,draw_28
Male,1.8507153069497202,3,40.66066,ethiopia,draw_28
Female,1.8654741642590995,2,40.77077,ethiopia,draw_28
Male,2.0834826832174604,2,40.77077,ethiopia,draw_28
Female,1.7543718477023733,3,40.77077,ethiopia,draw_28
Male,1.8483711888250114,3,40.77077,ethiopia,draw_28
Female,1.8626370444545561,2,40.88088,ethiopia,draw_28
Male,2.0799772484299646,2,40.88088,ethiopia,draw_28
Female,1.7523504784713282,3,40.88088,ethiopia,draw_28
Male,1.8460305782913675,3,40.88088,ethiopia,draw_28
