sex_of_child,value,age_group_id,exposure,location,draw
Female,2.343460732904394,2,40.0,ethiopia,draw_156
Male,2.6096991592543857,2,40.0,ethiopia,draw_156
Female,2.115227223898838,3,40.0,ethiopia,draw_156
Male,2.207538411927853,3,40.0,ethiopia,draw_156
Female,2.3390400812494043,2,40.11011,ethiopia,draw_156
Male,2.6041722253823605,2,40.11011,ethiopia,draw_156
Female,2.11240302851357,3,40.11011,ethiopia,draw_156
Male,2.2041687929315916,3,40.11011,ethiopia,draw_156
Female,2.334633022469354,2,40.22022,ethiopia,draw_156
Male,2.59866456979773,2,40.22022,ethiopia,draw_156
Female,2.109584943153572,3,40.22022,ethiopia,draw_156
Male,2.2008075811498915,3,40.22022,ethiopia,draw_156
Female,2.3302383282427233,2,40.33033,ethiopia,draw_156
Male,2.5931718756032907,2,40.33033,ethiopia,draw_156
Female,2.1067723727615975,3,40.33033,ethiopia,draw_156
Male,2.1974528055022615,3,40.33033,ethiopia,draw_156
Female,2.325857306682622,2,40.44044,ethiopia,draw_156
Male,2.587697265059724,2,40.44044,ethiopia,draw_156
Female,2.1039658619599955,3,40.44044,ethiopia,draw_156
Male,2.194105842756045,3,40.44044,ethiopia,draw_156
Female,2.3214877658104696,2,40.55055,ethiopia,draw_156
Male,2.582240577484302,2,40.55055,ethiopia,draw_156
Female,2.101164459625565,3,40.55055,ethiopia,draw_156
Male,2.1907664425729023,3,40.55055,ethiopia,draw_156
Female,2.317132097378795,2,40.66066,ethiopia,draw_156
Male,2.5768002173172153,2,40.66066,ethiopia,draw_156
Female,2.0983693922802202,3,40.66066,ethiopia,draw_156
Male,2.1874339756437005,3,40.66066,ethiopia,draw_156
Female,2.31278840140188,2,40.77077,ethiopia,draw_156
Male,2.571375356347323,2,40.77077,ethiopia,draw_156
Female,2.0955795160380033,3,40.77077,ethiopia,draw_156
Male,2.184108151474721,3,40.77077,ethiopia,draw_156
Female,2.3084574495545738,2,40.88088,ethiopia,draw_156
Male,2.5659660228303096,2,40.88088,ethiopia,draw_156
Female,2.0927952475199825,3,40.88088,ethiopia,draw_156
Male,2.1807890360691293,3,40.88088,ethiopia,draw_156
Female,2.3041384816291943,2,40.99099,ethiopia,draw_156
Male,2.5605750788749564,2,40.99099,ethiopia,draw_156
Female,2.09001619113636,3,40.99099,ethiopia,draw_156
Male,2.1774776036456465,3,40.99099,ethiopia,draw_156
Female,2.2998328362686933,2,41.1011,ethiopia,draw_156
Male,2.5551986796835933,2,41.1011,ethiopia,draw_156
Female,2.087243135283743,3,41.1011,ethiopia,draw_156
Male,2.174172807384236,3,41.1011,ethiopia,draw_156
Female,2.2955409332349457,2,41.21121,ethiopia,draw_156
Male,2.549837990844002,2,41.21121,ethiopia,draw_156
Female,2.084476457983294,3,41.21121,ethiopia,draw_156
Male,2.170875381263427,3,41.21121,ethiopia,draw_156
Female,2.2912613271621636,2,41.32132,ethiopia,draw_156
Male,2.54449525247333,2,41.32132,ethiopia,draw_156
Female,2.0817153181965193,3,41.32132,ethiopia,draw_156
Male,2.1675859634481007,3,41.32132,ethiopia,draw_156
Female,2.286993976619828,2,41.43143,ethiopia,draw_156
Male,2.539168557495295,2,41.43143,ethiopia,draw_156
Female,2.0789596723280352,3,41.43143,ethiopia,draw_156
Male,2.164303277080381,3,41.43143,ethiopia,draw_156
Female,2.282739907458569,2,41.54154,ethiopia,draw_156
Male,2.533857542652922,2,41.54154,ethiopia,draw_156
Female,2.0762101923099143,3,41.54154,ethiopia,draw_156
Male,2.16102759542473,3,41.54154,ethiopia,draw_156
Female,2.278497125524802,2,41.65165,ethiopia,draw_156
Male,2.528562713846525,2,41.65165,ethiopia,draw_156
Female,2.073465797473726,3,41.65165,ethiopia,draw_156
Male,2.157759045647348,3,41.65165,ethiopia,draw_156
Female,2.2742675470182663,2,41.76176,ethiopia,draw_156
Male,2.523285320774804,2,41.76176,ethiopia,draw_156
Female,2.070727114763228,3,41.76176,ethiopia,draw_156
Male,2.1544981997740256,3,41.76176,ethiopia,draw_156
Female,2.270050960463353,2,41.87187,ethiopia,draw_156
Male,2.518021541968448,2,41.87187,ethiopia,draw_156
Female,2.0679942254490773,3,41.87187,ethiopia,draw_156
Male,2.1512435847726623,3,41.87187,ethiopia,draw_156
Female,2.265846469121198,2,41.98198,ethiopia,draw_156
Male,2.5127738863862397,2,41.98198,ethiopia,draw_156
Female,2.0652666700011517,3,41.98198,ethiopia,draw_156
Male,2.1479961119068034,3,41.98198,ethiopia,draw_156
Female,2.261654430576198,2,42.09209,ethiopia,draw_156
Male,2.5075437822161497,2,42.09209,ethiopia,draw_156
Female,2.0625447507781804,3,42.09209,ethiopia,draw_156
Male,2.144756394659446,3,42.09209,ethiopia,draw_156
Female,2.257474915195502,2,42.2022,ethiopia,draw_156
Male,2.5023289492605776,2,42.2022,ethiopia,draw_156
Female,2.0598285631326996,3,42.2022,ethiopia,draw_156
Male,2.141523603178119,3,42.2022,ethiopia,draw_156
Female,2.253306966085918,2,42.31231,ethiopia,draw_156
Male,2.497131579659425,2,42.31231,ethiopia,draw_156
Female,2.0571175423628203,3,42.31231,ethiopia,draw_156
Male,2.1382985079085564,3,42.31231,ethiopia,draw_156
Female,2.249151647773524,2,42.42242,ethiopia,draw_156
Male,2.4919484743550524,2,42.42242,ethiopia,draw_156
Female,2.054412228455839,3,42.42242,ethiopia,draw_156
Male,2.13507980511199,3,42.42242,ethiopia,draw_156
Female,2.2450079230221176,2,42.53253,ethiopia,draw_156
Male,2.486781311936469,2,42.53253,ethiopia,draw_156
Female,2.051712170157244,3,42.53253,ethiopia,draw_156
Male,2.131868363811026,3,42.53253,ethiopia,draw_156
Female,2.2408761303818836,2,42.64264,ethiopia,draw_156
Male,2.4816300564716016,2,42.64264,ethiopia,draw_156
Female,2.049017605854502,3,42.64264,ethiopia,draw_156
Male,2.1286639024257505,3,42.64264,ethiopia,draw_156
Female,2.2367566267429373,2,42.75275,ethiopia,draw_156
Male,2.476494331644504,2,42.75275,ethiopia,draw_156
Female,2.046328592036309,3,42.75275,ethiopia,draw_156
Male,2.1254661251816422,3,42.75275,ethiopia,draw_156
Female,2.232647989915626,2,42.86286,ethiopia,draw_156
Male,2.4713749389480686,2,42.86286,ethiopia,draw_156
Female,2.0436442889602513,3,42.86286,ethiopia,draw_156
Male,2.122275649140998,3,42.86286,ethiopia,draw_156
Female,2.2285520865366975,2,42.97297,ethiopia,draw_156
Male,2.4662715244972535,2,42.97297,ethiopia,draw_156
Female,2.0409658106185637,3,42.97297,ethiopia,draw_156
Male,2.11909237257048,3,42.97297,ethiopia,draw_156
Female,2.2244676362747913,2,43.08308,ethiopia,draw_156
Male,2.4611829740967175,2,43.08308,ethiopia,draw_156
Female,2.038292506736754,3,43.08308,ethiopia,draw_156
Male,2.1159157787224103,3,43.08308,ethiopia,draw_156
Female,2.220395238987134,2,43.19319,ethiopia,draw_156
Male,2.4561104716630573,2,43.19319,ethiopia,draw_156
Female,2.0356247049820593,3,43.19319,ethiopia,draw_156
