sex_of_child,value,age_group_id,exposure,location,draw
Female,1.996392102396686,2,40.0,ethiopia,draw_60
Male,2.304136624674334,2,40.0,ethiopia,draw_60
Female,1.8841039326557076,3,40.0,ethiopia,draw_60
Male,1.986797459180197,3,40.0,ethiopia,draw_60
Female,1.9928535205989573,2,40.11011,ethiopia,draw_60
Male,2.3001923307951957,2,40.11011,ethiopia,draw_60
Female,1.881566875385768,3,40.11011,ethiopia,draw_60
Male,1.9843579977933377,3,40.11011,ethiopia,draw_60
Female,1.9893251382896202,2,40.22022,ethiopia,draw_60
Male,2.296258200531838,2,40.22022,ethiopia,draw_60
Female,1.8790346418517472,3,40.22022,ethiopia,draw_60
Male,1.981923073936436,3,40.22022,ethiopia,draw_60
Female,1.9858079854486788,2,40.33033,ethiopia,draw_60
Male,2.2923326940192266,2,40.33033,ethiopia,draw_60
Female,1.8765081049857304,3,40.33033,ethiopia,draw_60
Male,1.9794921571001862,3,40.33033,ethiopia,draw_60
Female,1.9823013519180843,2,40.44044,ethiopia,draw_60
Male,2.288416587175177,2,40.44044,ethiopia,draw_60
Female,1.8739864872613319,3,40.44044,ethiopia,draw_60
Male,1.9770655442460052,3,40.44044,ethiopia,draw_60
Female,1.9788058461727536,2,40.55055,ethiopia,draw_60
Male,2.2845101798177296,2,40.55055,ethiopia,draw_60
Female,1.8714702722638497,3,40.55055,ethiopia,draw_60
Male,1.9746432954403463,3,40.55055,ethiopia,draw_60
Female,1.975320671512103,2,40.66066,ethiopia,draw_60
Male,2.2806137881289046,2,40.66066,ethiopia,draw_60
Female,1.8689589958733575,3,40.66066,ethiopia,draw_60
Male,1.9722253174426116,3,40.66066,ethiopia,draw_60
Female,1.9718458971597583,2,40.77077,ethiopia,draw_60
Male,2.2767264704162176,2,40.77077,ethiopia,draw_60
Female,1.8664528357011565,3,40.77077,ethiopia,draw_60
Male,1.9698115019636966,3,40.77077,ethiopia,draw_60
Female,1.9683818367900292,2,40.88088,ethiopia,draw_60
Male,2.2728487373377324,2,40.88088,ethiopia,draw_60
Female,1.8639519287888346,3,40.88088,ethiopia,draw_60
Male,1.9674020257388491,3,40.88088,ethiopia,draw_60
Female,1.964927548637107,2,40.99099,ethiopia,draw_60
