sex_of_child,value,age_group_id,exposure,location,draw
Female,2.865055031826454,2,40.0,ethiopia,draw_244
Male,3.527482345156522,2,40.0,ethiopia,draw_244
Female,2.4465880340348485,3,40.0,ethiopia,draw_244
Male,2.616057838156618,3,40.0,ethiopia,draw_244
Female,2.858039859431349,2,40.11011,ethiopia,draw_244
Male,3.5170262046209486,2,40.11011,ethiopia,draw_244
Female,2.442167344487754,3,40.11011,ethiopia,draw_244
Male,2.6106291193955355,3,40.11011,ethiopia,draw_244
Female,2.851048396515044,2,40.22022,ethiopia,draw_244
Male,3.5066116298349215,2,40.22022,ethiopia,draw_244
Female,2.4377586288680813,3,40.22022,ethiopia,draw_244
Male,2.605217017364952,3,40.22022,ethiopia,draw_244
Female,2.8440816974980607,2,40.33033,ethiopia,draw_244
Male,3.4962373110045033,2,40.33033,ethiopia,draw_244
Female,2.4333624037759045,3,40.33033,ethiopia,draw_244
Male,2.5998210209141623,3,40.33033,ethiopia,draw_244
Female,2.8371393691504014,2,40.44044,ethiopia,draw_244
Male,3.4859016352628975,2,40.44044,ethiopia,draw_244
Female,2.428978464652899,3,40.44044,ethiopia,draw_244
Male,2.59444042982031,3,40.44044,ethiopia,draw_244
Female,2.8302217145784216,2,40.55055,ethiopia,draw_244
Male,3.475606839185286,2,40.55055,ethiopia,draw_244
Female,2.424606676612758,3,40.55055,ethiopia,draw_244
Male,2.5890757168508802,3,40.55055,ethiopia,draw_244
Female,2.8233284748679925,2,40.66066,ethiopia,draw_244
Male,3.4653502818843833,2,40.66066,ethiopia,draw_244
Female,2.420246927481717,3,40.66066,ethiopia,draw_244
Male,2.583726394644893,3,40.66066,ethiopia,draw_244
Female,2.816459449537791,2,40.77077,ethiopia,draw_244
Male,3.4551332090332134,2,40.77077,ethiopia,draw_244
Female,2.4158989275284415,3,40.77077,ethiopia,draw_244
Male,2.5783929728657835,3,40.77077,ethiopia,draw_244
Female,2.809613908960617,2,40.88088,ethiopia,draw_244
Male,3.4449542886987095,2,40.88088,ethiopia,draw_244
Female,2.411562657808458,3,40.88088,ethiopia,draw_244
Male,2.573074974337557,3,40.88088,ethiopia,draw_244
Female,2.802793246696526,2,40.99099,ethiopia,draw_244
Male,3.4348141939538723,2,40.99099,ethiopia,draw_244
Female,2.4072387627318936,3,40.99099,ethiopia,draw_244
Male,2.567772550912506,3,40.99099,ethiopia,draw_244
Female,2.7959954339877937,2,41.1011,ethiopia,draw_244
Male,3.4247139053443694,2,41.1011,ethiopia,draw_244
Female,2.4029264782025215,3,41.1011,ethiopia,draw_244
Male,2.56248629848542,3,41.1011,ethiopia,draw_244
Female,2.7892213714534746,2,41.21121,ethiopia,draw_244
Male,3.414651625979632,2,41.21121,ethiopia,draw_244
Female,2.3986261028549034,3,41.21121,ethiopia,draw_244
Male,2.5572155355553567,3,41.21121,ethiopia,draw_244
Female,2.7824711484892575,2,41.32132,ethiopia,draw_244
Male,3.4046263717256617,2,41.32132,ethiopia,draw_244
Female,2.394337719923441,3,41.32132,ethiopia,draw_244
Male,2.5519599878023507,3,41.32132,ethiopia,draw_244
Female,2.775745950971996,2,41.43143,ethiopia,draw_244
Male,3.3946409925290886,2,41.43143,ethiopia,draw_244
Female,2.390061904304346,3,41.43143,ethiopia,draw_244
