sex_of_child,value,age_group_id,exposure,location,draw
Female,2.3050657685667706,2,40.0,ethiopia,draw_146
Male,2.5724591220193394,2,40.0,ethiopia,draw_146
Female,2.1332126435262757,3,40.0,ethiopia,draw_146
Male,2.194336794718577,3,40.0,ethiopia,draw_146
Female,2.3010940902405177,2,40.11011,ethiopia,draw_146
Male,2.567032859906833,2,40.11011,ethiopia,draw_146
Female,2.1303818576957556,3,40.11011,ethiopia,draw_146
Male,2.191066401015076,3,40.11011,ethiopia,draw_146
Female,2.2971337513399113,2,40.22022,ethiopia,draw_146
Male,2.5616224430624843,2,40.22022,ethiopia,draw_146
Female,2.1275572316746527,3,40.22022,ethiopia,draw_146
Male,2.1878026648223523,3,40.22022,ethiopia,draw_146
Female,2.293183509245832,2,40.33033,ethiopia,draw_146
Male,2.5562293763200743,2,40.33033,ethiopia,draw_146
Female,2.124738186760656,3,40.33033,ethiopia,draw_146
Male,2.1845464194276785,3,40.33033,ethiopia,draw_146
Female,2.289243049673149,2,40.44044,ethiopia,draw_146
Male,2.5508522035324255,2,40.44044,ethiopia,draw_146
Female,2.121924651015298,3,40.44044,ethiopia,draw_146
Male,2.1812971153435328,3,40.44044,ethiopia,draw_146
Female,2.2853138230571353,2,40.55055,ethiopia,draw_146
Male,2.545490927875125,2,40.55055,ethiopia,draw_146
Female,2.1191171174055685,3,40.55055,ethiopia,draw_146
Male,2.1780544667670347,3,40.55055,ethiopia,draw_146
Female,2.2813940806399446,2,40.66066,ethiopia,draw_146
Male,2.5401461856292573,2,40.66066,ethiopia,draw_146
Female,2.1163146738795744,3,40.66066,ethiopia,draw_146
Male,2.1748190213100544,3,40.66066,ethiopia,draw_146
Female,2.2774845461425324,2,40.77077,ethiopia,draw_146
Male,2.5348157806909417,2,40.77077,ethiopia,draw_146
Female,2.1135174410116404,3,40.77077,ethiopia,draw_146
Male,2.171589674329674,3,40.77077,ethiopia,draw_146
Female,2.273585661871274,2,40.88088,ethiopia,draw_146
Male,2.5295020811235593,2,40.88088,ethiopia,draw_146
Female,2.11072593008421,3,40.88088,ethiopia,draw_146
Male,2.1683671400274784,3,40.88088,ethiopia,draw_146
Female,2.2696967255316696,2,40.99099,ethiopia,draw_146
Male,2.5242050953534827,2,40.99099,ethiopia,draw_146
Female,2.1079397437399146,3,40.99099,ethiopia,draw_146
Male,2.1651515983067546,3,40.99099,ethiopia,draw_146
Female,2.265817574795226,2,41.1011,ethiopia,draw_146
