sex_of_child,value,age_group_id,exposure,location,draw
Female,2.2851180641765243,2,40.0,ethiopia,draw_127
Male,2.5415005653260363,2,40.0,ethiopia,draw_127
Female,2.0434159999033317,3,40.0,ethiopia,draw_127
Male,2.1401300135393813,3,40.0,ethiopia,draw_127
Female,2.2811062655682215,2,40.11011,ethiopia,draw_127
Male,2.5365473141403583,2,40.11011,ethiopia,draw_127
Female,2.040800182496039,3,40.11011,ethiopia,draw_127
Male,2.137113811406532,3,40.11011,ethiopia,draw_127
Female,2.2771062383496887,2,40.22022,ethiopia,draw_127
Male,2.5316058356273725,2,40.22022,ethiopia,draw_127
Female,2.038189539347737,3,40.22022,ethiopia,draw_127
Male,2.1341031548042375,3,40.22022,ethiopia,draw_127
Female,2.273116981794665,2,40.33033,ethiopia,draw_127
Male,2.5266785682468433,2,40.33033,ethiopia,draw_127
Female,2.035583758519305,3,40.33033,ethiopia,draw_127
Male,2.131098757517542,3,40.33033,ethiopia,draw_127
Female,2.2691393700963656,2,40.44044,ethiopia,draw_127
Male,2.5217637196006915,2,40.44044,ethiopia,draw_127
Female,2.032982988016062,3,40.44044,ethiopia,draw_127
Male,2.1281000879043614,3,40.44044,ethiopia,draw_127
Female,2.265172822543725,2,40.55055,ethiopia,draw_127
Male,2.5168618072721927,2,40.55055,ethiopia,draw_127
Female,2.030387083786788,3,40.55055,ethiopia,draw_127
Male,2.1251074672949093,3,40.55055,ethiopia,draw_127
Female,2.2612164973595292,2,40.66066,ethiopia,draw_127
Male,2.5119726576420494,2,40.66066,ethiopia,draw_127
Female,2.027795784035053,3,40.66066,ethiopia,draw_127
Male,2.122120757278219,3,40.66066,ethiopia,draw_127
Female,2.257270557724556,2,40.77077,ethiopia,draw_127
Male,2.5070980471103104,2,40.77077,ethiopia,draw_127
Female,2.025209258742744,3,40.77077,ethiopia,draw_127
Male,2.119140616859466,3,40.77077,ethiopia,draw_127
Female,2.253335225734133,2,40.88088,ethiopia,draw_127
Male,2.5022344990853624,2,40.88088,ethiopia,draw_127
Female,2.022627291140448,3,40.88088,ethiopia,draw_127
Male,2.1161657294284315,3,40.88088,ethiopia,draw_127
Female,2.249411172317705,2,40.99099,ethiopia,draw_127
Male,2.497385760441989,2,40.99099,ethiopia,draw_127
Female,2.0200504639874666,3,40.99099,ethiopia,draw_127
Male,2.1131973793085748,3,40.99099,ethiopia,draw_127
Female,2.2454983041057117,2,41.1011,ethiopia,draw_127
Male,2.4925491438890948,2,41.1011,ethiopia,draw_127
Female,2.0174789582419552,3,41.1011,ethiopia,draw_127
Male,2.110235053099825,3,41.1011,ethiopia,draw_127
Female,2.2415963110053245,2,41.21121,ethiopia,draw_127
Male,2.487726305780148,2,41.21121,ethiopia,draw_127
Female,2.014912569752567,3,41.21121,ethiopia,draw_127
Male,2.1072788870723884,3,41.21121,ethiopia,draw_127
Female,2.237704037806076,2,41.32132,ethiopia,draw_127
Male,2.4829170914896674,2,41.32132,ethiopia,draw_127
Female,2.0123507304611437,3,41.32132,ethiopia,draw_127
Male,2.1043287786243554,3,41.32132,ethiopia,draw_127
Female,2.233822770279227,2,41.43143,ethiopia,draw_127
Male,2.478119348677136,2,41.43143,ethiopia,draw_127
Female,2.0097941767293652,3,41.43143,ethiopia,draw_127
Male,2.101384136835666,3,41.43143,ethiopia,draw_127
Female,2.2299523466225613,2,41.54154,ethiopia,draw_127
Male,2.4733343173979407,2,41.54154,ethiopia,draw_127
Female,2.007242548648706,3,41.54154,ethiopia,draw_127
Male,2.0984455122147976,3,41.54154,ethiopia,draw_127
Female,2.2260929184301386,2,41.65165,ethiopia,draw_127
Male,2.4685632335972283,2,41.65165,ethiopia,draw_127
Female,2.0046960815841826,3,41.65165,ethiopia,draw_127
Male,2.095513133581662,3,41.65165,ethiopia,draw_127
Female,2.2222446150429644,2,41.76176,ethiopia,draw_127
Male,2.4638038584870987,2,41.76176,ethiopia,draw_127
Female,2.0021548363570028,3,41.76176,ethiopia,draw_127
Male,2.092586050372929,3,41.76176,ethiopia,draw_127
Female,2.218406716085918,2,41.87187,ethiopia,draw_127
Male,2.459057348149722,2,41.87187,ethiopia,draw_127
Female,1.9996183895267916,3,41.87187,ethiopia,draw_127
Male,2.089664739695458,3,41.87187,ethiopia,draw_127
Female,2.21457974352329,2,41.98198,ethiopia,draw_127
Male,2.45432265607694,2,41.98198,ethiopia,draw_127
Female,1.9970869643561067,3,41.98198,ethiopia,draw_127
Male,2.0867489834960997,3,41.98198,ethiopia,draw_127
Female,2.210762946255826,2,42.09209,ethiopia,draw_127
Male,2.4496024836723427,2,42.09209,ethiopia,draw_127
Female,1.994560345814302,3,42.09209,ethiopia,draw_127
