sex_of_child,value,age_group_id,exposure,location,draw
Female,1.868631572995211,2,40.0,ethiopia,draw_26
Male,2.1633207265308396,2,40.0,ethiopia,draw_26
Female,1.7829759955926194,3,40.0,ethiopia,draw_26
Male,1.8645383513925986,3,40.0,ethiopia,draw_26
Female,1.8657026304263498,2,40.11011,ethiopia,draw_26
Male,2.1595167758202827,2,40.11011,ethiopia,draw_26
Female,1.780858152672012,3,40.11011,ethiopia,draw_26
Male,1.8621820351064622,3,40.11011,ethiopia,draw_26
Female,1.8627810374768117,2,40.22022,ethiopia,draw_26
Male,2.155723163701138,2,40.22022,ethiopia,draw_26
Female,1.7787438100627715,3,40.22022,ethiopia,draw_26
Male,1.8598302490237033,3,40.22022,ethiopia,draw_26
Female,1.8598662634120524,2,40.33033,ethiopia,draw_26
Male,2.1519398299929113,2,40.33033,ethiopia,draw_26
Female,1.7766325027362575,3,40.33033,ethiopia,draw_26
Male,1.8574831245718908,3,40.33033,ethiopia,draw_26
Female,1.8569609459937784,2,40.44044,ethiopia,draw_26
Male,2.148165139220687,2,40.44044,ethiopia,draw_26
Female,1.7745256850572946,3,40.44044,ethiopia,draw_26
Male,1.855140016498509,3,40.44044,ethiopia,draw_26
Female,1.8540633404540998,2,40.55055,ethiopia,draw_26
Male,2.1443994490207796,2,40.55055,ethiopia,draw_26
Female,1.7724224775657276,3,40.55055,ethiopia,draw_26
Male,1.8528006960946994,3,40.55055,ethiopia,draw_26
Female,1.8511734378827498,2,40.66066,ethiopia,draw_26
Male,2.140643560357999,2,40.66066,ethiopia,draw_26
Female,1.7703228440951597,3,40.66066,ethiopia,draw_26
Male,1.8504654984294182,3,40.66066,ethiopia,draw_26
Female,1.848292953999086,2,40.77077,ethiopia,draw_26
Male,2.1368970441528585,2,40.77077,ethiopia,draw_26
Female,1.7682275276139876,3,40.77077,ethiopia,draw_26
Male,1.848134484828744,3,40.77077,ethiopia,draw_26
Female,1.84542005452364,2,40.88088,ethiopia,draw_26
Male,2.133160091304982,2,40.88088,ethiopia,draw_26
Female,1.7661357763612688,3,40.88088,ethiopia,draw_26
Male,1.845807673254247,3,40.88088,ethiopia,draw_26
Female,1.8425550801781059,2,40.99099,ethiopia,draw_26
Male,2.12943255789144,2,40.99099,ethiopia,draw_26
Female,1.7640477852237804,3,40.99099,ethiopia,draw_26
Male,1.8434849719657305,3,40.99099,ethiopia,draw_26
Female,1.8396979100993665,2,41.1011,ethiopia,draw_26
Male,2.1257157533954727,2,41.1011,ethiopia,draw_26
Female,1.761963433838192,3,41.1011,ethiopia,draw_26
Male,1.8411668453823,3,41.1011,ethiopia,draw_26
Female,1.836848746080612,2,41.21121,ethiopia,draw_26
Male,2.1220076763044107,2,41.21121,ethiopia,draw_26
Female,1.7598827698947241,3,41.21121,ethiopia,draw_26
Male,1.8388525429673936,3,41.21121,ethiopia,draw_26
Female,1.8340071989071693,2,41.32132,ethiopia,draw_26
Male,2.1183103285213267,2,41.32132,ethiopia,draw_26
Female,1.7578057105722638,3,41.32132,ethiopia,draw_26
Male,1.8365429798383635,3,41.32132,ethiopia,draw_26
Female,1.831174718221349,2,41.43143,ethiopia,draw_26
Male,2.1146226581151937,2,41.43143,ethiopia,draw_26
Female,1.7557329732338425,3,41.43143,ethiopia,draw_26
Male,1.834237781716778,3,41.43143,ethiopia,draw_26
Female,1.8283492454719468,2,41.54154,ethiopia,draw_26
Male,2.1109442521157993,2,41.54154,ethiopia,draw_26
Female,1.753663619421742,3,41.54154,ethiopia,draw_26
Male,1.8319366548122782,3,41.54154,ethiopia,draw_26
Female,1.8255309086313276,2,41.65165,ethiopia,draw_26
Male,2.1072751150951694,2,41.65165,ethiopia,draw_26
Female,1.7515976791178502,3,41.65165,ethiopia,draw_26
Male,1.8296397968565674,3,41.65165,ethiopia,draw_26
Female,1.822720165564326,2,41.76176,ethiopia,draw_26
Male,2.1036179611568544,2,41.76176,ethiopia,draw_26
Female,1.74953534957814,3,41.76176,ethiopia,draw_26
Male,1.8273480761369596,3,41.76176,ethiopia,draw_26
Female,1.8199180028674418,2,41.87187,ethiopia,draw_26
Male,2.0999684251640924,2,41.87187,ethiopia,draw_26
Female,1.747477133656809,3,41.87187,ethiopia,draw_26
Male,1.8250598842081704,3,41.87187,ethiopia,draw_26
Female,1.8171230737527222,2,41.98198,ethiopia,draw_26
Male,2.0963285521053243,2,41.98198,ethiopia,draw_26
Female,1.7454222876977183,3,41.98198,ethiopia,draw_26
Male,1.8227759456036159,3,41.98198,ethiopia,draw_26
Female,1.8143359954807734,2,42.09209,ethiopia,draw_26
Male,2.092698293709987,2,42.09209,ethiopia,draw_26
Female,1.7433712609593706,3,42.09209,ethiopia,draw_26
Male,1.8204965066832501,3,42.09209,ethiopia,draw_26
Female,1.8115556827961514,2,42.2022,ethiopia,draw_26
Male,2.089077531721886,2,42.2022,ethiopia,draw_26
Female,1.7413234749668796,3,42.2022,ethiopia,draw_26
Male,1.8182212387835264,3,42.2022,ethiopia,draw_26
Female,1.8087843642827726,2,42.31231,ethiopia,draw_26
