sex_of_child,value,age_group_id,exposure,location,draw
Female,3.5077935106877405,2,40.0,ethiopia,draw_249
Male,4.102183174500419,2,40.0,ethiopia,draw_249
Female,2.669651234288957,3,40.0,ethiopia,draw_249
Male,2.9176067238111454,3,40.0,ethiopia,draw_249
Female,3.497281006606716,2,40.11011,ethiopia,draw_249
Male,4.088780948434105,2,40.11011,ethiopia,draw_249
Female,2.6640595857594485,3,40.11011,ethiopia,draw_249
Male,2.910711250920508,3,40.11011,ethiopia,draw_249
Female,3.4868120461624774,2,40.22022,ethiopia,draw_249
Male,4.075434160089617,2,40.22022,ethiopia,draw_249
Female,2.6584848986393825,3,40.22022,ethiopia,draw_249
Male,2.9038381669464854,3,40.22022,ethiopia,draw_249
Female,3.4763829191352933,2,40.33033,ethiopia,draw_249
Male,4.062138977456174,2,40.33033,ethiopia,draw_249
Female,2.6529270155951292,3,40.33033,ethiopia,draw_249
Male,2.8969859946310366,3,40.33033,ethiopia,draw_249
Female,3.465996868611638,2,40.44044,ethiopia,draw_249
Male,4.048898362932971,2,40.44044,ethiopia,draw_249
Female,2.6473870004584565,3,40.44044,ethiopia,draw_249
Male,2.8901560695311543,3,40.44044,ethiopia,draw_249
Female,3.455653517409296,2,40.55055,ethiopia,draw_249
Male,4.035710484655789,2,40.55055,ethiopia,draw_249
Female,2.6418638139058985,3,40.55055,ethiopia,draw_249
Male,2.883347196210249,3,40.55055,ethiopia,draw_249
Female,3.445349925032315,2,40.66066,ethiopia,draw_249
Male,4.022576881397459,2,40.66066,ethiopia,draw_249
Female,2.6363573322010225,3,40.66066,ethiopia,draw_249
Male,2.8765601759005475,3,40.66066,ethiopia,draw_249
Female,3.4350878050811726,2,40.77077,ethiopia,draw_249
Male,4.009496779716988,2,40.77077,ethiopia,draw_249
Female,2.630867689854354,3,40.77077,ethiopia,draw_249
Male,2.8697950860347006,3,40.77077,ethiopia,draw_249
Female,3.424865609730216,2,40.88088,ethiopia,draw_249
Male,3.9964714550792784,2,40.88088,ethiopia,draw_249
Female,2.6253947132695847,3,40.88088,ethiopia,draw_249
Male,2.8630524587409765,3,40.88088,ethiopia,draw_249
Female,3.414684215825935,2,40.99099,ethiopia,draw_249
Male,3.9834974055784587,2,40.99099,ethiopia,draw_249
Female,2.619938490652724,3,40.99099,ethiopia,draw_249
Male,2.856330842709217,3,40.99099,ethiopia,draw_249
Female,3.4045447320630884,2,41.1011,ethiopia,draw_249
Male,3.9705779265348276,2,41.1011,ethiopia,draw_249
Female,2.614499248882027,3,41.1011,ethiopia,draw_249
Male,2.8496317571244663,3,41.1011,ethiopia,draw_249
Female,3.394446232151253,2,41.21121,ethiopia,draw_249
Male,3.957710490758271,2,41.21121,ethiopia,draw_249
Female,2.6090768853109827,3,41.21121,ethiopia,draw_249
Male,2.842953928793571,3,41.21121,ethiopia,draw_249
Female,3.384388712883241,2,41.32132,ethiopia,draw_249
Male,3.944895752118085,2,41.32132,ethiopia,draw_249
Female,2.603671316838153,3,41.32132,ethiopia,draw_249
Male,2.8362977654670813,3,41.32132,ethiopia,draw_249
Female,3.3743735711622618,2,41.43143,ethiopia,draw_249
Male,3.9321318821163267,2,41.43143,ethiopia,draw_249
Female,2.598282959595924,3,41.43143,ethiopia,draw_249
Male,2.8296625916583222,3,41.43143,ethiopia,draw_249
Female,3.3643971794597993,2,41.54154,ethiopia,draw_249
Male,3.919419702297969,2,41.54154,ethiopia,draw_249
Female,2.592910875649327,3,41.54154,ethiopia,draw_249
Male,2.8230487819990024,3,41.54154,ethiopia,draw_249
Female,3.354462250167119,2,41.65165,ethiopia,draw_249
Male,3.9067580250044394,2,41.65165,ethiopia,draw_249
Female,2.5875553066406876,3,41.65165,ethiopia,draw_249
Male,2.81645579381586,3,41.65165,ethiopia,draw_249
Female,3.3445641681802867,2,41.76176,ethiopia,draw_249
Male,3.8941482011510375,2,41.76176,ethiopia,draw_249
Female,2.5822152454220575,3,41.76176,ethiopia,draw_249
Male,2.809884617528048,3,41.76176,ethiopia,draw_249
Female,3.334705713767666,2,41.87187,ethiopia,draw_249
Male,3.8815902847534174,2,41.87187,ethiopia,draw_249
Female,2.57689112327246,3,41.87187,ethiopia,draw_249
Male,2.8033350349275064,3,41.87187,ethiopia,draw_249
Female,3.3248893978661127,2,41.98198,ethiopia,draw_249
Male,3.86908419318911,2,41.98198,ethiopia,draw_249
Female,2.5715837592008666,3,41.98198,ethiopia,draw_249
Male,2.79680704770425,3,41.98198,ethiopia,draw_249
Female,3.315110629122579,2,42.09209,ethiopia,draw_249
Male,3.856628907287231,2,42.09209,ethiopia,draw_249
Female,2.566292854580479,3,42.09209,ethiopia,draw_249
Male,2.790300590768283,3,42.09209,ethiopia,draw_249
Female,3.3053702789093404,2,42.2022,ethiopia,draw_249
Male,3.8442236772415845,2,42.2022,ethiopia,draw_249
Female,2.561018421371059,3,42.2022,ethiopia,draw_249
Male,2.783815551053499,3,42.2022,ethiopia,draw_249
Female,3.2956709035155494,2,42.31231,ethiopia,draw_249
Male,3.831867427650836,2,42.31231,ethiopia,draw_249
Female,2.55576007189571,3,42.31231,ethiopia,draw_249
Male,2.777351010043532,3,42.31231,ethiopia,draw_249
Female,3.286010024668268,2,42.42242,ethiopia,draw_249
Male,3.819560934055558,2,42.42242,ethiopia,draw_249
Female,2.550517700089947,3,42.42242,ethiopia,draw_249
Male,2.7709075079401515,3,42.42242,ethiopia,draw_249
Female,3.2763907679034476,2,42.53253,ethiopia,draw_249
Male,3.807304711972177,2,42.53253,ethiopia,draw_249
Female,2.545292241661843,3,42.53253,ethiopia,draw_249
Male,2.7644852166055043,3,42.53253,ethiopia,draw_249
Female,3.2668089782931213,2,42.64264,ethiopia,draw_249
Male,3.795098945850973,2,42.64264,ethiopia,draw_249
Female,2.540082421259708,3,42.64264,ethiopia,draw_249
Male,2.7580837078824745,3,42.64264,ethiopia,draw_249
Female,3.2572656290382587,2,42.75275,ethiopia,draw_249
Male,3.7829441584151096,2,42.75275,ethiopia,draw_249
Female,2.534888577193675,3,42.75275,ethiopia,draw_249
Male,2.7517030772379827,3,42.75275,ethiopia,draw_249
Female,3.2477623166615848,2,42.86286,ethiopia,draw_249
Male,3.770836859438549,2,42.86286,ethiopia,draw_249
Female,2.529710908463811,3,42.86286,ethiopia,draw_249
Male,2.745342128367399,3,42.86286,ethiopia,draw_249
Female,3.2382966611089055,2,42.97297,ethiopia,draw_249
Male,3.7587787607348724,2,42.97297,ethiopia,draw_249
Female,2.524548720917981,3,42.97297,ethiopia,draw_249
Male,2.7390012901356657,3,42.97297,ethiopia,draw_249
Female,3.228865250162744,2,43.08308,ethiopia,draw_249
Male,3.746769902482166,2,43.08308,ethiopia,draw_249
Female,2.519401464432351,3,43.08308,ethiopia,draw_249
Male,2.7326808551926614,3,43.08308,ethiopia,draw_249
Female,3.2194730553425575,2,43.19319,ethiopia,draw_249
Male,3.7348106766540545,2,43.19319,ethiopia,draw_249
Female,2.514270234669883,3,43.19319,ethiopia,draw_249
Male,2.726381137306408,3,43.19319,ethiopia,draw_249
Female,3.2101196307096425,2,43.3033,ethiopia,draw_249
Male,3.722900417434577,2,43.3033,ethiopia,draw_249
Female,2.509155347861316,3,43.3033,ethiopia,draw_249
Male,2.7201017540308885,3,43.3033,ethiopia,draw_249
Female,3.2008028826967436,2,43.41341,ethiopia,draw_249
Male,3.7110368284112356,2,43.41341,ethiopia,draw_249
Female,2.5040559052453704,3,43.41341,ethiopia,draw_249
Male,2.7138419132848224,3,43.41341,ethiopia,draw_249
Female,3.1915230528265033,2,43.52352,ethiopia,draw_249
Male,3.6992229111347528,2,43.52352,ethiopia,draw_249
Female,2.498971849595979,3,43.52352,ethiopia,draw_249
Male,2.7076030740123147,3,43.52352,ethiopia,draw_249
Female,3.182279344210341,2,43.63363,ethiopia,draw_249
Male,3.6874550908552193,2,43.63363,ethiopia,draw_249
Female,2.4939037191242788,3,43.63363,ethiopia,draw_249
Male,2.7013836324072247,3,43.63363,ethiopia,draw_249
Female,3.173074165023193,2,43.74374,ethiopia,draw_249
Male,3.6757363212471788,2,43.74374,ethiopia,draw_249
Female,2.48885129901927,3,43.74374,ethiopia,draw_249
